AuthorId,DuplicateAuthorIds
2034811,2034811
344536,344536
116826,116826
1169059,1169059
1924112,1924112
1420694,1420694
801270,1286396 801270
15881,15881
1388521,1388521
797717,797717 1402275
1272662,1272662
2193601,2193601
714074,714074
181462,181462
1708019,1708019
479423,479423
1920188,1920188
385827,385827
1582734,1582734
54141,54141
568858,568858
178621,178621
1589491,1589491
1598190,1598190
1448025,1448025
1874837,1874837
1892318,1892318
1317353,1317353
1012431,1012431
299476,299476
698510,698510
694258,694258
888242,888242
1148287,1148287
596009,596009
127081,127081
117612,117612
1927895,1927895
350693,350693
572843,572843
1999346,1999346
1528472,1528472
1686996,1686996
1274172,1274172
1157060,1157060
112214,112214
17412,17412
170805,170805
1238310,1238310
1983486,1983486
859875,859875
1372834,1372834
350246,350246
861585,861585
1956238,1956238
1276341,1276341
684545,684545
780665,780665
196678,196678
1819998,1819998
407241,407241
40161,40161
1497175,1497175
898231,1969430 898231
966924,966924
944129,944129
2078698,2078698
858107,858107
242842,419027 242842
1309998,1309998
823173,823173
1632099,1632099
1455404,1455404
1228920,1228920
128910,128910
1923485,1923485
336053,336053
2084127,2084127
2049633,2049633
547220,547220
1890892,1890892
907034,907034
293745,293745 1964832
916993,916993
2062257,2062257
1185221,1185221
533469,533469
868916,868916
738078,738078
1587597,1587597
1020109,1020109
2100041,2100041
1279593,1279593
928514,928514
642869,642869
1378788,1378788
140809,140809
693959,693959
475863,475863
692928,692928
620857,620857
88432,88432
2022981,2022981
1040302,1040302
1138860,1138860
1123372,1123372
1110551,1110551
1202587,1202587
1542911,1542911
1249758,1249758
1489153,1489153
221029,221029
1918611,1918611
115406,115406
385989,385989
1834607,1834607
484488,484488
182140,182140
1174971,1174971
323485,323485
2280367,2280367
472969,472969
1514918,1514918
1421523,1421523
205004,205004
1363455,1363455
1652754,1652754
1654433,1654433
633344,633344
417229,417229
2120092,2120092
2162684,2162684
608792,608792
1512723,1512723
1034824,1034824
1230371,1230371
2046298,2046298
50306,50306
186399,186399
2169733,2169733
505622,505622
1510855,1510855
1413265,1413265
1948274,1948274
1100441,1100441
2034055,117726 2034055
756603,756603
1771598,1771598
34222,34222
997002,997002
129501,129501
1071345,1071345
1441363,1441363
1045185,1045185
393452,393452
4071,4071
778577,778577
621291,621291
436007,436007
1917851,1917851
1270608,1270608
1396548,1396548
1048209,1048209
492036,492036
717141,717141
1809172,1809172
158578,158578
955467,955467
911926,911926
1840851,1840851
406384,406384
100104,100104
1338724,1338724
1994396,1994396
396605,396605
630924,630924
540481,540481
885320,885320 1631103
925935,925935
580285,580285
470586,470586
1838712,1838712
2093559,2216919 663161 753134 2093559 251733 1568039 2263113
603009,603009
286582,286582
827290,827290
1917635,1917635
1655805,1655805
1724384,1724384
1122453,1122453
1069538,1069538
1252015,1252015
498033,498033
139909,139909
485704,485704
1869622,1869622
809310,809310
1951145,1951145
1859631,1859631
1311192,1311192
714101,714101
655335,655335
285777,285777
746110,746110
2124037,2124037
1161159,1161159
1765692,1765692
1657158,1657158
782447,782447
18914,18914
1777176,1777176
2066931,2066931
899254,899254
441453,441453
899387,899387 1331388
1519845,1519845
1972306,1972306
1230552,1230552
1352407,1352407
402329,402329
1228022,1228022
1022489,1022489
2161046,2161046
111259,431867 111259 39798 1912883
173509,173509
338651,338651
998777,998777
2284641,2284641
462784,462784
1885459,1885459
1619414,1619414
2036041,2036041
498118,498118
187971,187971
633942,633942
880072,880072
1848588,1848588
1756347,1756347
632418,632418
897123,897123
2152109,2152109
1805943,1805943
98376,98376
1772405,1772405
1376293,1376293
1053385,1053385
188248,188248
1495786,1495786
839902,839902
39807,39807
1214544,1214544
896792,896792
1682239,1682239
669891,669891
1493135,1493135
484900,484900
817069,817069
2102359,2102359
309579,309579
1910665,1910665
883376,883376
1959335,1959335
460366,460366
1268990,1268990
1064507,1064507
1419691,1419691
589283,589283
1486787,1486787
1290026,1290026
1525638,1525638
1149067,1149067
1737652,1737652
352505,352505
62535,62535
269941,269941
2290289,2290289
259443,259443
1830872,1830872
1755102,1755102
1454887,1454887
999056,999056
2015497,2015497
1133452,1133452
973569,973569
5076,5076
506198,506198
1553581,1553581
814610,814610
1417329,1417329
96583,96583
1420238,1420238
1608775,1608775
814516,814516
1472413,1472413
539566,539566
1213943,1311217 1213943
85549,85549
767008,767008
1331504,1331504
1601151,1601151
313581,313581
2158613,2158613
781202,71451 1896536 781202 2287690 616934 1587056 1724214
278413,278413
93676,93676
507784,507784
610045,610045
1771126,1771126
655877,655877
746942,746942
897479,897479
1543753,1543753
1804133,1804133
1391713,1391713
1397523,1397523
2226237,2226237
523681,523681
928148,928148
635739,635739
1091368,1091368
114079,114079
779233,779233
450805,450805
644261,644261
190902,190902
2077944,2077944
1205908,1205908
1891376,1891376
2202665,2202665
1825580,1825580
1942913,1942913
393759,393759
2093562,2093562
888645,888645
1239548,1239548
585186,585186
1441584,1441584
1246924,1246924
921480,921480
1439380,1439380
334311,334311
310065,310065
282237,282237
1006273,1006273
303461,303461
445005,445005
1248479,1248479
885543,885543
1382819,1382819
400356,400356
1819013,1819013
179395,179395
1628907,1628907
516388,516388
64007,64007
1844376,1844376
57510,57510
2180298,2180298
1846107,1846107
866000,866000
1247468,1247468
1021505,1021505
368000,368000
9748,9748
795748,795748
980111,980111
1903686,1903686
1080924,1080924
778005,778005
147673,147673
170430,170430
1551281,1551281
676493,676493
552826,552826
863879,863879
1045536,1045536
865768,865768
1546765,1546765
1314453,1314453
35226,35226
483852,483852
1764885,1764885
1494806,1494806
999946,999946
1538644,1538644
280421,1531488 280421
157700,157700
1574575,1574575
60848,60848
518525,518525
1339176,1339176
155833,155833
1063148,1063148
332120,332120
745602,745602
1395746,1395746
805946,805946
788533,788533
1754063,1754063
104279,104279
2269194,2269194
40668,40668
2008546,2008546
73190,73190
1134531,1134531
1654107,1654107
1294250,1294250 767525
337771,337771
685481,685481
1106442,1106442
1738076,1738076
2247514,2247514
817799,817799
610114,610114
69756,69756
2028721,2028721
1674817,1674817
75750,75750
312030,312030
321641,321641
898136,898136
1826251,1826251
2258471,2258471
1590859,1590859
39191,39191
264970,264970
2286502,2286502
2051952,2051952
2256071,2256071
1427364,1427364
983633,983633
1633485,1633485
809929,809929
1421529,1421529
396065,396065
1410816,1410816
37656,37656
575509,575509
502074,502074
987942,987942
1150538,1150538
2217908,2217908
2245349,2245349
1494422,1494422
419749,419749
953123,953123
2163528,2163528
105943,105943
1405165,1405165
1883305,1883305
238212,238212
506391,506391
275980,275980
2051892,2051892
1166751,1166751
246377,246377
922823,922823
1141660,1141660
250662,250662
1518898,1518898
1915376,1915376
695353,695353
1653138,1653138
2264985,2264985
1303152,1303152
378938,378938
917049,917049
340264,340264
1645456,1645456
937152,937152
41845,41845
1482813,1482813
1608283,1608283
960124,960124
1094116,1094116
864909,864909
184879,184879
858466,858466
1200470,1200470
732002,732002
601202,601202
1960569,1960569
701550,701550
984019,984019
2067899,2067899
2231136,2231136
1703752,1703752
821610,821610
558017,558017
1508261,1508261
2232136,2232136
2213890,2213890
600009,600009
1452466,1452466
569335,569335
730854,730854
1339588,1339588
13355,13355
185442,185442
502533,502533
385921,385921
39835,39835
432465,432465
1070651,1070651
2252227,2252227
1397995,1397995
1991710,1991710
87926,87926
1171166,1171166
1015936,1015936
6975,6975
437870,2125978 437870
273380,273380
744398,744398
412927,412927
1082635,1082635
441015,441015
403453,403453
707392,707392
87414,87414
928095,928095
959941,959941
58257,58257 337939
1665737,1665737
1897041,1897041
2171802,2171802
214333,214333
444502,444502
1245033,1245033
2110635,2110635
564832,564832
1154629,1154629
1024766,1024766
1362144,1362144
1615898,1615898
1288731,1288731
1120817,1120817
709711,709711
323937,323937
460923,460923
1215088,1215088
518755,518755
1588703,1588703
1394291,1394291
1257429,1257429
1500106,1500106
1444423,1444423
1279724,1279724
868327,868327
430196,430196
1574310,1574310
1762497,1762497
1776153,1776153
642884,642884
261469,261469
1594819,1594819
391443,391443
780188,780188
1022023,1022023
2159172,2159172
2007662,2007662
1166244,1166244
703656,703656
1805101,1805101
897649,897649
1213242,1213242
1402982,1402982
2141002,2141002
576648,576648
678977,678977
360211,360211
2157142,2157142
698951,698951
914771,914771
832530,832530
12381,12381
1487024,1487024
1897959,1897959
799930,799930
454601,454601
1528244,1528244
550173,550173
1638998,1638998
238717,238717
1760804,1760804
1373888,1373888
61047,61047
319019,319019
951958,951958
421610,421610
439647,1007850 439647
732976,732976
1934849,1934849
1936780,1936780
305435,305435
1559247,1559247
372847,372847
1138712,1138712
563850,563850
1039542,1039542
356723,356723
1375237,1375237
1856063,1856063
465603,465603
1096671,1096671
607569,607569
156422,156422
1010128,1010128
1299550,1299550
1199850,1199850
1064800,1064800
1353624,1353624
1761874,1761874
1519839,1519839
33166,33166
1993492,1993492
1730810,1730810
1477635,1477635
361742,361742
1513250,1513250
1031302,1031302
441522,441522
904191,904191
1982028,1982028
690493,690493
504234,504234
652395,652395
155444,155444
1792445,1792445
183907,183907
1083200,1083200
1163772,1714214 1163772
1192337,1192337
230105,230105
972418,972418
936240,936240
877479,877479
864824,864824
1284476,1284476
174586,174586
563231,563231
92047,92047
754992,754992
1537556,1537556
1951804,1951804
892931,892931
2142937,2142937
1853112,1853112
2293448,2293448
517837,517837
1383682,1383682
930759,930759
1282144,1282144
1119088,1119088
1145704,1145704
192734,192734
2105919,2105919
1679145,1679145
651687,651687
536341,536341
994528,994528
1248932,1248932
94194,94194
357008,357008
159996,159996
201784,201784
1622116,1622116
17483,17483
1500917,1500917
389957,389957
1825645,1825645
232611,232611
693839,693839
1528250,1528250
121469,121469
409546,409546
140353,140353
275331,275331 705842
1203893,1203893
334719,334719
587177,587177
341065,341065
1834885,1834885
696030,696030
806058,806058
602259,602259
1605388,1605388
398975,398975
1492516,1492516
955837,955837
2253348,2253348
32382,32382
1164287,1164287
1926204,1926204
563622,563622
1542793,1542793
1311065,1311065
274291,274291
187921,187921
1464317,1464317
152912,152912
1072394,1072394
2278296,2278296
738327,738327
1732782,1732782
102059,102059
1636827,1636827
710353,710353
1977261,1977261
480998,480998
142371,142371
389952,389952
681549,681549
997847,997847
1915432,1915432
217196,217196
2038435,2038435
696625,696625
1237818,1237818
1055713,1055713
1742630,1742630
297615,297615
1120217,1120217
290847,290847
320790,320790
1462669,1462669
206656,206656
1860467,1860467
620748,620748
2095620,2095620
1836976,1836976
1706322,1706322
108903,108903
160666,785797 160666
1195024,1195024
1434856,1434856
767592,767592
167360,167360
1496073,1496073
720218,720218
1972096,1972096
329461,329461
932064,932064
1074329,1074329
651328,651328
105266,105266
1347390,1347390
1279311,1279311
33863,33863
1398030,1398030
937061,937061
1728746,1728746
2068138,2068138
1041399,241572 1041399
1349930,1349930
1868783,1868783
1152945,1152945
1050992,1050992
1066505,1066505
369641,369641
1436991,1436991
2239431,2239431
617779,617779
96458,96458
1290116,1290116
297944,297944
1629209,1629209
246022,246022
1905543,1905543
1602500,2267959 1602500
1432039,1432039
767850,767850
1683,1683
143579,143579
1192753,1192753
2064970,2064970
516739,516739
117231,117231
276549,276549
1730186,1730186
948229,948229
1120043,1120043
2136546,2136546
1823613,1823613
1214787,1214787
1986530,1986530
1456239,1456239
1479949,1479949
100841,100841
1940724,1940724
2207166,2207166
401190,401190
562975,562975
518062,518062
1788980,1788980 499978
123469,123469
2288800,2288800
416185,416185
602343,602343
1245763,1245763
2209389,2209389
57078,57078
273921,273921
1385067,1385067
932441,932441
145497,145497
1586535,1586535
160036,160036
1354373,1354373
500327,500327
971282,971282
273325,273325
1491017,1491017
27550,27550
1594769,1594769
1574866,1574866
15002,15002
754516,754516
1564617,1564617
818989,818989
1138036,1138036
1141417,1141417
1053203,1053203
1987885,1987885
612428,612428
791676,791676
1270868,1270868
592626,592626
11223,11223
909068,909068
2215888,2215888
454806,454806
1743104,1743104
971636,971636
2081895,2081895
349628,349628
392485,392485
1614611,1614611
1224741,1224741
1586084,1586084
3575,3575
527401,527401
1254099,1254099
981764,981764
881353,881353
1023551,1023551
1101201,1101201
831227,831227
1913611,1913611
1609495,1609495
125587,125587
1853029,1853029
482868,445877 482868 189167 678729 2152634
320051,320051
317016,317016
1709687,1709687
1049386,1049386
769813,769813
1145889,1145889
901292,901292
1528958,1528958
955951,955951
585492,585492
1803146,1803146
1450158,1450158
1077859,1077859 730955
1096128,1096128
378908,378908
711468,711468
760951,760951
98829,98829
645558,645558
2219458,2219458
2142888,2142888
865128,865128
24825,24825
836354,836354
1971252,1971252
491648,491648
270199,270199
395923,395923
1633434,1633434
1720536,1720536
2190571,2190571
537588,537588
856971,856971
27629,27629
832419,832419
