PaperId,AuthorId,Name,Affiliation
25,133335,Beth Ann Hockey,
25,221879,Genevieve Gorrell,
25,1599230,Manny Rayner,
25,1865153,Johan Boye,
26,794680,M. Cador,
26,1586013,J. R. Taylor,
26,1828620,T. W. Robbins,
27,334529,Vincent Hugel,
27,1334729,Patrick Bonnin,
27,1705572,Pierre Blazevic,
28,1647360,Malgorzata Kalinowska-iszkowska,
29,968063,S M Garland,
29,1156243,L W Doyle,
29,1240002,U K Mishra,"Newborn Services, Royal Women’s Hospital, Melbourne, Victoria, Australia"
29,1462727,S E Jacobs,"Newborn Services, Royal Women’s Hospital, Melbourne, Victoria, Australia"
30,569584,H. Schneider,
30,795412,U. Saint-Paul,"Leibniz Center for Tropical Marine Ecology, Fahrenheitstr. 6, 28359 Bremen, Germany"
31,158775,David G. Robinson,
31,178756,Susanne E. H. Holstein,
31,230221,Stefan Hillmer,
31,230221,Stefan Hillmer,Heidelberg University
31,550378,Bettina Kobert,
31,569906,T.-H. David Ho,
31,818400,Peter H. Brown,
32,509494,Andreas Drexl,
33,606803,Onno J. Boxma,
34,643499,Alexander Hall,
34,952569,Evdokia Nikolova,
34,1642215,Christos Papadimitriou,
35,1033602,Curt Covey,
35,1993491,Gerald Schubert,
36,262009,Leann Myers,
36,423959,Mark A Murchison,"Department of Veterinary Medicine, Tulane National Primate Research Center, 18703 Three Rivers Road, Covington, LA 70433, USA"
36,706809,Michael P Muehlenbein,"Reproductive Ecology Laboratory, Department of Anthropology, Yale University, 51 Hillhouse Avenue, New Haven, CT 06520-8277, USA"
36,1060105,Benjamin C Campbell,"Department of Anthropology, Boston University, 232 Bay State Road, Boston, MA 02215, USA"
36,1406724,Kathrine M Phillippi-Falkenstein,"Department of Veterinary Medicine, Tulane National Primate Research Center, 18703 Three Rivers Road, Covington, LA 70433, USA"
36,1450492,Robert J Richards,
36,1907332,Frank Svec,
37,65747,S. R. CHOI,
37,689094,Y. H. LIM,
37,1071333,S. C. LEE,
37,1303266,Jeong Min Lee,Seoul National University
37,2010697,J. H. LEE,
37,2112282,C. J. CHUNG,
38,1352552,R. J. Baer,
38,1482259,V. V. Mistry,
38,1780084,S. J. Foster,
39,292338,Mary E. Wines,
39,308714,Lance Lee,
39,424480,Ying Shi,
39,886735,Bernadette C. Holdener,
39,1021822,Liqun Zhang,
39,1301373,Signa Perkins,
39,1379510,Charles DeRossi,
39,1587517,W. Richard McCombie,
39,2180097,Michael Feldman,
39,2266956,Manpreet S. Katari,
40,1338078,Matthew Reid,Department of Electrical and Computer Engineering|University of Alberta
40,2119692,R. Fedosejevs,Department of Electrical and Computer Engineering|University of Alberta
41,9126,Jei Keon Chae,"Chonbuk National University Hospital, Jeonju, Korea"
41,186515,Jae-Hwan Lee,"Cardiology Division of Internal Medicine, Chungnam National University Hospital, Chungnam National University, Deajeon, Korea"
41,198507,Si Wan Choi,"Cardiology Division of Internal Medicine, Chungnam National University Hospital, Chungnam National University, Deajeon, Korea"
41,357215,Nae-Hee Lee,"Soonchunhyang University Bucheon Hospital, Bucheon, Korea"
41,377169,Cheol Whan Lee,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
41,387948,Jae-Ki Ko,"Chonbuk National University Hospital, Jeonju, Korea"
41,453937,In-Whan Seong,"Cardiology Division of Internal Medicine, Chungnam National University Hospital, Chungnam National University, Deajeon, Korea"
41,685423,Jae Hwan Lee,Soongsil University
41,732712,Seung-Whan Lee,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
41,908355,Myeong-Ki Hong,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
41,932547,Young-Hak Kim,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
41,1000036,June Hong Kim,"Busan National University Hospital, Busan, Korea"
41,1293767,Jin-Ok Jeong,"Cardiology Division of Internal Medicine, Chungnam National University Hospital, Chungnam National University, Deajeon, Korea"
41,1360957,Seong-Wook Park,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
41,1361335,Kyoung-Suk Rhee,"Chonbuk National University Hospital, Jeonju, Korea"
41,1455262,Yoon Haeng Cho,"Soonchunhyang University Bucheon Hospital, Bucheon, Korea"
41,1554001,Sung-Cheol Yun,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
41,1716913,Seung-Jung Park,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
41,1772119,Kook-Jin Chun,"Busan National University Hospital, Busan, Korea"
41,1791364,Hyun-Sook Kim,"Hallym University Sacred Heart Hospital, Anyang, Korea."
41,1998368,Jae-Hyeong Park,"Cardiology Division of Internal Medicine, Chungnam National University Hospital, Chungnam National University, Deajeon, Korea"
41,2230280,Duk-Woo Park,"Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea"
42,52319,S. Ramaswamy,Coordinated Science Laboratory|University of Illinois at Urbana-Champaign
42,119468,A. Kapoor,Coordinated Science Laboratory|University of Illinois at Urbana-Champaign
42,128935,D. Suh,Coordinated Science Laboratory|University of Illinois at Urbana-Champaign
42,1072268,S. M. Kang,Coordinated Science Laboratory|University of Illinois at Urbana-Champaign
42,1821298,P. Bendix,Coordinated Science Laboratory|University of Illinois at Urbana-Champaign
42,2115682,T. Li,Coordinated Science Laboratory|University of Illinois at Urbana-Champaign
42,2216407,E. Rmosenbaum,Coordinated Science Laboratory|University of Illinois at Urbana-Champaign
44,905017,Sudarshan Vasudevan,
44,912081,Christophe Diot,
44,1113428,Donald F. Towsley,
44,1509920,James F. Kurose,
44,1915953,Konstantina Papagiannaki,
45,1456473,G Saint-Paul,
46,537815,S. Xie,"Department of Materials Science and Engineering, University of Science and Technology of China, Anhui Hefei, P. R. China"
46,566043,Y. Yu,"Department of Materials Science and Engineering, University of Science and Technology of China, Anhui Hefei, P. R. China"
46,1122983,J. L. Shui,"Department of Materials Science and Engineering, University of Science and Technology of China, Anhui Hefei, P. R. China"
46,1816982,C. H. Chen,"Department of Materials Science and Engineering, University of Science and Technology of China, Anhui Hefei, P. R. China"
46,2064825,Chi-Huang Chen,National Taiwan University
47,2041,Venkatesh Chelukka Ramdas,
47,413514,Venky Sundaram,
47,563768,Nithya Sankaran,
47,929243,Madhavan Swaminathan,
47,1523503,Baik-Woo Lee,
47,1593684,Ege Engin,
47,1662034,Rao Tummala,
47,1771431,Mahadevan Iyer,
48,84055,Khanh Quoc Nguyen,
48,1513955,Vijay Varadharajan,
48,1794796,Tri Van Le,
49,1377056,John M. Opitz,
49,1394184,Edward T. Bersu,
50,1433498,Shueh-Lin Yau,
50,1737807,Paul McCord,
50,2156504,Allen J. Bard,
51,1119824,Duncan Jackson,"Department of Computer Science, University of Sheffield, Sheffield S1 4DP, UK"
51,1721841,Francis Ratnieks,"Department of Animal and Plant Sciences, University of Sheffield, Sheffield S1 4DP, UK"
51,2200914,Mike Holcombe,"Department of Computer Science, University of Sheffield, Sheffield S1 4DP, UK"
52,10565,Francisco Aguila,
52,1995224,Steffen Sammet,
52,2111917,Regina Maria Koch,
52,2177838,Michael Vinzenz Knopp,
53,1037194,Xinghuo Yu,"RMIT University, Melbourne, Australia"
53,1037194,Xinghuo Yu,"School of Electrical and Computer Engineering, RMIT University, Melbourne, VIC 3001, Australia"
53,1342419,Yuequan Yang,"Department of Automation, College of Information Engineering, Yangzhou University, Yangzhou, 225009 China"
54,133709,M. A. F. Roelens,
54,1174524,A. Berntson,
54,1200030,D. J. Richardson,
54,1438114,A. Djupsjobacka,
54,2021077,M. Forzati,
54,2088619,P. Petropoulos,
55,33409,Naresh R. Shanbhag,Coordinated Science Laboratory|Department of Electrical and Computer Engineering|University of Illinois at Urbana-Champaign
55,1018537,Lei Wang,Coordinated Science Laboratory|Department of Electrical and Computer Engineering|University of Illinois at Urbana-Champaign
56,225907,D E Menshov,
56,986589,P L Ulyanov,
56,1690423,Sergei M Nikolskii,
57,172263,Dirk Leopold,Institute for Integrated Information and Publication Systems|German National Research Center for Information Technology
57,642613,Patrick Baudisch,Institute for Integrated Information and Publication Systems|German National Research Center for Information Technology
58,732343,Barry J. Bauer,National Institute of Standards and Technology
58,951709,George W. Mulholland,National Institute of Standards and Technology
59,1282694,R MUCHOW,
60,158383,Thomas Gries,
60,2002249,Wim Naudé,
60,2002249,Wim Naude,Maastricht University
61,488805,Ivan Laptev,
61,1878795,Tony Lindeberg,
61,1878795,Tony Lindeberg,Royal Institute of Technology
62,344250,C. Y. Ng,
62,407779,M. J. Weiss,
62,917250,J. S. Allan,
62,952453,J. Wain,
62,1402085,T. Kawai,
62,1690160,S. Boskovic,
62,1930098,G. Benichou,
62,2090499,T. M. Millington,
62,2190906,J. C. Madsen,
63,116433,Ralf Sasse,University of Illinois at Urbana-Champaign
63,588087,Santiago Escobar,Universidad Politecnica de Valencia
63,602449,Jose Meseguer,University of Illinois at Urbana-Champaign
64,421634,Kanak B. Agarwal,"IBM Austin Research Laboratory, Austin, TX 78758, USA"
64,893030,James A. Culp,"IBM Microelectronics, East Fishkill, NY 12533, USA"
64,954373,Lars W. Liebmann,"IBM Microelectronics, East Fishkill, NY 12533, USA"
64,1192321,Shayak Banerjee,"The University of Texas at Austin, Austin, TX 78712, USA"
64,1805079,Michael Orshansky,"The University of Texas at Austin, Austin, TX 78712, USA"
64,2015873,Sani R. Nassif,"IBM Austin Research Laboratory, Austin, TX 78758, USA"
65,45788,F. Wittrock,
65,269500,U. Platt,
65,486328,T. Wagner,
65,673218,A. Richter,
65,673218,Andreas Richter,University of Bremen
65,1354543,J. P. Burrows,
65,1364768,M. Wenig,
66,774594,John Dewey,
67,492188,Henning Braunisch,
67,641861,Jin A. Kong,
67,669173,Jahir Pabon,
67,1655597,Tarek M. Habashy,
67,2092432,Bikash K. Sinha,
68,53553,Ming-Huei Cheng,
68,757776,Dinh Nguyen,
68,1094277,Mark Kobayashi,
68,1381750,Mark Knight,
68,1436965,Gregory Evans,
69,35533,Milos Prvulovic,
69,547613,Víctor Viñals,
69,1257642,María Jesús Garzarán,
69,1856422,Josep Torrellas,
69,1887570,Lawrence Rauchwerger,
69,2280142,José María Llabería,
70,707119,Konstantinos Tourlas,
70,1770397,John Power,
71,1404204,Moshe Frydman,
71,1419571,Herman A. Cohen,
71,1441249,Yehuda Matoth,
71,1471349,Arieh Kauschansky,
71,1936570,John M. Opitz,
71,2276495,James F. Reynolds,
72,2036712,V. Arnold,
73,176911,Yongcan Cao,
73,1029629,Yan Li,
73,1363947,Wei Ren,
73,1548904,Yangquan Chen,
74,885389,N. J. Schuch,
74,1285890,E. Echer,
74,1324404,M. P. Souza,
75,452013,Hiroshi Kawakami,
75,571285,Masahiro Asaka,
75,767811,Junji Tanaka,
75,1070997,Tetsuya Miseki,
75,1089610,Hong Yan Cui,
75,1117348,Masanobu Kobayashi,
75,1546386,Jiang Chen,
75,1912429,Wenli Zhao,
75,1928860,Jingxin Wang,
75,1962251,Kouji Chiba,
75,2131546,Hashino Satoshi,
76,8866,Fang Xu,
76,2189701,Klaus Mueller,
77,6499,B. R Singh,
77,1035544,S. K. Bhatnagar,
77,1118643,W. S. Khokle,
77,1587040,Y. K. Jain,
77,2160358,H. C. Pandey,
78,311579,Simon Gaechter,
78,1866663,Urs Fischbacher,
79,284091,Ipke Wachsmuth,
79,701356,Thies Pfeiffer,
79,701356,Thies Pfeiffer,"Artificial Intelligence Group, Faculty of Technology, Bielefeld University"
79,2210421,Marc Erich Latoschik,
80,413842,Philippe Balbiani,Institut de recherche en informatique de Toulouse 118 route de Narbonne F-31062 Toulouse Cedex
81,215883,Phil Summers,Department of Computer Science|University of Wales
81,1245485,Dave Barnes,Department of Computer Science|University of Wales
81,1490880,Andy Shaw,Department of Computer Science|University of Wales
82,124308,Eugene W. Myers,
82,556363,Jens Stoye,
82,1762795,Kim R. Rasmussen,
83,90507,Yuichiro Ezoe,
83,525669,Steven H. Pravdo,"Jet Propulsion Laboratory, California Institute of Technology, 306-431, 4800 Oak Grove Drive, Pasadena, CA 91109 (United States)"
83,833359,Akiko Uzawa,"Department of Physics, Faculty of Science and Engineering, Chuo University, Kasuga 1-13-27, Bunkyo-ku, Tokyo 112-8551 (Japan)"
83,1393413,Yuta Tsuboi,IBM
83,1988295,Yohko Tsuboi,
83,2271654,Yuichiro,
84,33813,Kathleen Zell,
84,299629,C. Noel Bairey Merz,
84,436283,Vera Bittner,
84,679716,Sheryl F. Kelsey,
84,787761,Cheryl R. Rickens,
84,907438,Diana L. Pakstis,
84,916158,Marian Olson,
84,1167552,George Sopko,
84,1413029,Susan McGorray,
84,1675907,Barry L. Sharaf,
85,1266219,Charlie Brown,Ashoka's Changemakers
86,630284,Olivier Béthoux,"Department of Geology and Geophysics, Yale University, PO Box 208109, New Haven, CT 06520-8109, USA"
86,793144,Francine Papier,"EOST–Géologie, université Louis-Pasteur, 1, rue Blessig, 67084 Strasbourg cedex, France"
86,1713154,Andre Nel,Muséum National d'Histoire Naturelle
86,1713154,André Nel,"Entomologie, CNRS UMR 5143, Muséum national d'histoire naturelle, 45, rue Buffon, 75005 Paris, France"
87,64063,Jian Zhang,
87,1331267,Yizeng Liang,
87,1706741,Marco A. Marini,Università degli Studi di Roma La Sapienza
87,2010852,Hongmei Lu,
87,2096194,Xianjin Wu,
88,546997,Jamie Bartram,
88,704035,Ingrid Chorus,
89,914052,Conor Ryan,
90,662907,R. J. SQUIER,
90,1738530,R. F. HEIZER,
90,2042225,P. DRUCKER,
91,1871406,Patrick Sallé,
92,2232127,Roger J. Marshall,Department of Community Health|University of Auckland
93,619001,Jingui Qin,"Department of Chemistry, Wuhan University, Wuhan 430072, China"
93,1003396,Cheng Huang,"Department of Chemistry, Wuhan University, Wuhan 430072, China"
93,1626533,Zhen Li,"Department of Chemistry, Wuhan University, Wuhan 430072, China"
93,1880655,Ziming Li,Academy of Mathematics and System Sciences CAS
93,2009036,Jianli Hua,"Department of Chemistry, Wuhan University, Wuhan 430072, China"
93,2117444,Cheng Huang,Microsoft
93,2221820,Cheng Ye,
93,2226561,Qianqian Li,"Department of Chemistry, Wuhan University, Wuhan 430072, China"
93,2288258,Anjun Qin,
94,255301,Jong M. Rho,"Barrow Neurological Institute and St. Joseph's Hospital and Medical Center, Phoenix, AZ, USA"
94,949827,Marwan Maalouf,
94,1513117,Mark P. Mattson,"Laboratory of Neurosciences, National Institute on Aging, Intramural Research Program, Baltimore, MD, USA"
95,107602,K. Rengefors,
96,530596,S Lotfipour,"Brain and Body Centre, University of Nottingham"
96,832220,Z Pausova,"Brain and Body Centre, University of Nottingham,Université de Montréal"
96,868636,G Leonard,"Montreal Neurological Institute, McGill University"
96,1049246,M Perron,"Université de Montréal,CEGEP Jonquiere"
96,1161249,J R Séguin,Université de Montréal
96,1226996,B Pike,"Montreal Neurological Institute, McGill University"
96,1363429,R Toro,"Brain and Body Centre, University of Nottingham"
96,1647941,T Paus,"Brain and Body Centre, University of Nottingham,Montreal Neurological Institute, McGill University"
96,1765264,L Richer,"Department of Psychology, University of Quebec in Chicoutimi"
96,2180008,S Veillette,"Université de Montréal,CEGEP Jonquiere"
97,322087,Patrick Conway,
98,619431,Andreas Speck,Lancaster University Lancaster Computing Department LA1 4YR UK
98,798546,Elke Pulvermüller,University of Karlsruhe Institut für Programmstrukturen und Datenorganisation D-76128 Karlsruhe Germany
98,1622247,Herbert Klaeren,Universität Tübingen Wilhelm-Schickard-Institut für Informatik D-72076 T übingen Germany
135,443992,J. Boucrot,
98,1710388,Awais Rashid,Lancaster University Lancaster Computing Department LA1 4YR UK
99,358726,Pierre Villéger,
99,544760,François Michel,CNRS and U 280 INSERM 151 Cours Albert Thomas 69300 Lyon France 151 Cours Albert Thomas 69300 Lyon France
99,731718,Marie Cécile Vacher-Lavenu,
99,940958,Benoit Martin,Lorraine University – Metz
99,1005345,Benoît Martin,
99,1267283,Michèle Carlier,
99,1363726,Elisabeth Spitz,
100,1301014,Norbert Wiener,
101,451736,Richard A. Mathies,
101,506308,Amanda M. Stockton,
101,785344,Thomas N. Chiesl,
101,1527362,Merwan Benhabib,
101,1992623,James R. Scherer,
102,394164,LIYU CAO,
102,1344532,Liangliang Cao,IBM T. J. Watson Research Center
102,1572118,YOICHI HORI,"Department of Electrical Engineering, University of Tokyo, Japan"
103,704342,R. S. Barnes,"Atomic Energy Research Establishment, Harwell"
103,1048686,K. H. Westmacott,"Atomic Energy Research Establishment, Harwell"
103,1081002,R. E. Smallman,"Department of Physical Metallurgy, The University, Birmingham"
103,2045384,D. Hull,"Department of Metallurgy, The University, Liverpool"
104,1351471,Thomas Kistler,
104,2028700,Michael Franz,
105,269811,Donald Firesmith,
105,752450,Brian Henderson-sellers,
105,2059707,Rob Allen,
106,290824,A. N. Venetsanopoulos,
106,945576,C. S. Regazzoni,
106,1826363,G. L. Foresti,
107,398562,Richard F. Hartl,"Department of Management Science, University of Vienna, Bruenner Strasse 72, A-1210 Vienna, Austria"
107,903760,Boris Brugger,"Department of Management Science, University of Vienna, Bruenner Strasse 72, A-1210 Vienna, Austria"
107,1143976,Karl F. Doerner,"Department of Management Science, University of Vienna, Bruenner Strasse 72, A-1210 Vienna, Austria"
107,1837940,Marc Reimann,"Department of Management Science, University of Vienna, Bruenner Strasse 72, A-1210 Vienna, Austria"
108,36602,Jinbo Bi,
108,123269,Volker Tresp,
108,1567716,Kai Yu,Beihang University (Beijing University of Aeronautics and Astronautics)
108,1825451,Kai Yu,
108,2126616,Kai Yu,University of Cambridge
109,1541162,E. M. Wright,
109,2182328,G. H. Hardy,
110,19727,Richard J. Meyer,
110,408232,Nevin P. Sherlock,
110,1317226,Thomas R. Shrout,
110,1509839,Shujun Zhang,
111,1161118,M. Eghtesad,Dept . of Mech|Shiraz University
111,2056971,M. Azadi,Dept . of Mech|Shiraz University
111,2061607,Mohammad Azadi,Sharif University of Technology
111,2275734,A. Ghobakhloo,Dept . of Mech|Shiraz University
112,201943,H. Kussmanna,Robert Bosch GmbH Hildesheim Germany Hildesheim Germany
112,416670,Peter Pogrzeba,Deutsche Telekom Berkom GmbH Berlin Germany Berlin Germany
112,742275,Ralf Burow,Deutsche Telekom Berkom GmbH Berlin Germany Berlin Germany
112,884216,P. Robertson,"German Aerospace Center, DLR Oberpfaffenhofen Germany Oberpfaffenhofen Germany"
112,994895,M. J. Ruf,Robert Bosch GmbH Hildesheim Germany Hildesheim Germany
112,1627842,K. Fazel,"German Aerospace Center, DLR Oberpfaffenhofen Germany Oberpfaffenhofen Germany"
112,2135508,O. Klank,Deutsche Thomson Brandt GmbH Hanover Germany Hanover Germany
112,2283691,P. Hoeher,"German Aerospace Center, DLR Oberpfaffenhofen Germany Oberpfaffenhofen Germany"
113,103904,M. P. de Souza Echer,
113,178041,D. J. R. Nordemann,
113,348168,N. R. Rigozo,
113,862156,E. Echer,
114,581934,Kunihiko Higa,
114,1030301,Bongsik Shin,
115,445181,Pete Beckman,
115,615787,Ioan Raicu,
115,615787,Ioan Raicu,Illinois Institute of Technology
115,1404253,Zhao Zhang,University of Chicago
115,1404253,Zhao Zhang,
115,1430454,Ben Clifford,
115,1514450,Kamil Iskra,
115,1778584,Ian T. Foster,
115,1907932,Michael Wilde,
116,266780,Andrzej Ehrenfeucht,
116,1295742,Marek Karpinski,
117,2034344,Padhraic Smyth,"Information and Computer Science Department at the University of California, Irvine."
118,391545,Yolanda Canton,
118,402504,Ignasi Queralt,
118,1156541,Albert Sole-Benet,
118,1596152,Roberto Pini,Consiglio Nazionale delle Ricerche - Istituto per lo Studio degli Ecosistemi
118,1596152,Roberto Pini,
119,644868,Daniel Steinberg,
119,1254799,Eugene B. Feigelson,
119,1540778,William W. Pfaff,
119,1573638,Arthur Karmen,
120,155053,F. Girosi,
121,879486,Lonnie P. Wollmuth,
121,1191848,Stephen F. Traynelis,
121,1454728,Kasper B. Hansen,
121,1702977,Anders S. Kristensen,
121,2241181,Jan Egebjerg,
122,182415,David E. Huber,Department of Psychology|Département de psychologie|University of Colorado at Boulder
122,1580601,Denis Cousineau,Department of Psychology|Département de psychologie|University of Colorado at Boulder
123,336583,A. M. Dahl-Roshak,Merck Research Laboratories P.O. Box 4/WP26-462 West Point PA 19486 USA
123,633976,A. Zhang,Merck Research Laboratories P.O. Box 4/WP26-462 West Point PA 19486 USA
123,845791,J. S. Tkacz,Merck Research Laboratories P.O. Box 4/WP26-462 West Point PA 19486 USA
123,1119005,Y.-Q. Xia,Merck Research Laboratories P.O. Box 4/WP26-462 West Point PA 19486 USA
123,1253751,P. Lu,Merck Research Laboratories P.O. Box 4/WP26-462 West Point PA 19486 USA
123,1447482,L. M. Dennis,
123,1625618,B. Arison,Merck Research Laboratories P.O. Box 4/WP26-462 West Point PA 19486 USA
123,1875083,Z. An,Merck Research Laboratories P.O. Box 4/WP26-462 West Point PA 19486 USA
124,615632,Enzo Baccarelli,
124,638356,Roberto Cusani,
124,1571913,Stefano Galli,
124,1865214,Guido Di Blasio,
125,776342,Amy M. Barrios,
125,1273711,Stephen J. Lippard,
125,1421408,Daniel D. LeCloux,
126,1791927,Jung-Hsien Chiang,
126,2009954,Paul Gader,
127,353365,Herbert Jacobs,
127,653800,Michael Scholten,
127,1158517,Richard Dronskowski,
128,2180451,Heidi Best,
128,2200782,Birte Plutat,
129,232789,Gláucia Zanetti,
129,472561,Alair Augusto Santos,
129,898066,Isabella Guedes Santos,
129,904856,Juliana França Carvalho,
129,1042050,Carla Assed,
129,1048493,Edson Marchiori,
129,1234241,Claudia Mauro Mano,
129,1317228,Alberto Domingues Vianna,
129,1810729,Branca Sarcinelli-Luz,
129,1855701,Flávia Gavinho Vianna,
130,769551,Xian ZHANG,
130,1610979,Xian Zhang,National University of Singapore
131,1983433,R PLONSEY,
132,261440,J. M. Morris,
132,1083768,N. I. Chafetz,
132,1406365,K. L. Moon,
132,1443623,H. K. Genant,
132,2025908,C. A. Helms,
133,1215209,José Duato,"DISCA, Universidad Politécnica de Valencia, Spain"
133,1742654,Marcos Fernández,"Departamento de Informática., Universidad de Valencia, Spain"
133,2260980,Juan M. Orduña,"Departamento de Informática., Universidad de Valencia, Spain"
133,2284595,Pedro Morillo,"Departamento de Informática., Universidad de Valencia, Spain"
134,193234,Robin D. Rogers,"Department of Chemistry, Northern Illinois University, DeKalb, IL, 60115, U.S.A."
135,7759,Y. Gao,
135,15618,W. Zhao,
135,21388,A. W. Halley,
135,24030,V. Journé,
135,26060,J. M. Scarr,
135,34121,M. Cattaneo,
135,34500,F. Ragusa,
135,35676,F. Perrier,
135,37020,Adolf G Minten,
135,37615,J. Martin,
135,48693,M. Edwards,
135,49554,H. Albrecht,
135,52412,G. Nicoletti,
135,52590,F. Braems,
135,54858,A. Messineo,
135,58468,G. Bencivenni,
135,59398,M. Panter,
135,63071,P. V. March,
135,68263,M. de Palma,
135,71824,M. Dinsdale,
135,74555,C. Goy,
135,78813,C. N. Booth,
135,81276,S. Roehn,
135,88745,S. R. Amendolia,
135,90730,H. Meinhard,
135,100603,P. Henrard,
135,107163,Sau Lan Wu,
135,110234,T. J. Jones,
135,124392,C H Georgiopoulos,
135,144733,H. Drevermann,
135,151032,Anna Vayaki,
135,151695,W. B. Atwood,
135,160654,P. Campana,
135,162364,M. G. Catanesi,
135,185355,D. P. Salmon,
135,191373,G. Maggi,
135,195084,J. M. Carter,
135,203725,S. Orteu,
135,219952,G R Bonneaud,
135,223529,G D Cowan,
135,223933,J. Hilgart,
135,223933,J M Hilgart,
135,225073,G. Waltermann,
135,234321,J.-P. Lees,
135,238243,G. P. Murtas,
135,254233,P. Zografou,
135,254637,F. Zomer,
135,256863,R. Xu,
135,264565,J. Bourotte,
135,266512,W. T. Morton,
135,267302,Michael E Mermikides,
135,314799,S. Wheeler,
135,315052,C. K. Bowdery,
135,316446,A. Putzer,
135,326099,J F Renardy,
135,326099,J.-F. Renardy,
135,330688,E. Neugebauer,
